promedio_notas,asistencia_pct,nivel_socioeconomico,horas_trabajo_semanal,distancia_universidad_km,riesgo_academico,carga_estres,dificultad_traslado,desercion,carga_estres_norm
16.3,53.4,Bajo,47.0,24.4,Bajo,21.902,1,1,0.6292954832777843
14.4,77.7,Medio,27.0,6.23,Bajo,6.020999999999999,0,0,0.1729973566256752
8.1,63.1,Bajo,10.0,4.92,Alto,3.69,0,1,0.10602229628778302
16.3,90.9,Medio,20.0,8.13,Bajo,1.819999999999999,0,0,0.05229283990345935
10.3,64.2,Medio,16.0,50.0,Alto,5.728,1,1,0.16457878404781062
17.6,94.6,Medio,0.0,3.24,Bajo,0.0,0,0,0.0
16.5,77.9,Alto,16.0,3.89,Bajo,3.535999999999999,0,0,0.10159751752672105
9.1,71.3,Alto,28.0,5.0,Bajo,8.036000000000001,0,0,0.2308930008045053
12.6,61.8,Bajo,20.0,15.62,Bajo,7.64,1,0,0.21951499827606025
20.0,79.4,Alto,6.0,9.0,Bajo,1.2359999999999998,0,0,0.035513159406964714
12.3,81.7,Medio,38.0,10.39,Bajo,6.953999999999999,0,0,0.19980462015860245
1.4,79.4,Bajo,38.0,11.62,Bajo,7.827999999999998,0,0,0.22491667624410983
11.0,75.1,Bajo,28.0,18.93,Bajo,6.972000000000001,1,0,0.20032180209171366
15.7,85.3,Alto,20.0,12.26,Bajo,2.9400000000000004,0,0,0.084473049074819
11.5,95.9,Medio,14.0,8.31,Bajo,0.5739999999999992,0,0,0.01649235720032178
11.4,94.0,Alto,44.0,10.66,Bajo,2.64,0,0,0.07585335018963339
11.8,56.5,Bajo,30.0,14.49,Bajo,13.05,0,0,0.37495690150557415
7.9,62.6,Bajo,27.0,11.49,Alto,10.097999999999999,0,0,0.29013906447534765
17.2,36.1,Alto,22.0,9.36,Bajo,14.058,0,0,0.4039190897597978
11.8,73.2,Bajo,10.0,4.71,Bajo,2.68,0,0,0.0770026433743248
14.8,62.5,Alto,11.0,1.0,Bajo,4.125,0,0,0.11852085967130216
14.5,68.8,Medio,23.0,1.0,Bajo,7.176,0,0,0.20618319733363985
8.7,100.0,Bajo,36.0,5.71,Bajo,0.0,0,0,0.0
13.4,65.2,Medio,0.0,6.13,Bajo,0.0,0,0,0.0
17.3,93.0,Medio,46.0,34.73,Bajo,3.22,1,0,0.09251810136765891
6.4,80.5,Bajo,17.0,7.98,Bajo,3.315,0,0,0.09524767268130101
13.3,75.4,Bajo,40.0,7.38,Bajo,9.839999999999998,0,0,0.28272612343408804
11.8,61.9,Medio,28.0,16.8,Bajo,10.668,1,0,0.30651649235720035
16.2,65.9,Medio,28.0,6.88,Bajo,9.547999999999998,0,0,0.2743362831858407
16.1,95.3,Medio,14.0,9.16,Bajo,0.6580000000000004,0,0,0.018905872888173785
12.2,89.8,Medio,10.0,10.86,Bajo,1.0200000000000002,0,0,0.02930697620963109
12.0,60.4,Alto,4.0,15.58,Bajo,1.584,1,0,0.04551201011378003
10.1,81.9,Bajo,45.0,1.0,Bajo,8.144999999999998,0,0,0.2340248247327893
16.9,59.5,Bajo,29.0,1.0,Bajo,11.745,0,0,0.33746121135501667
15.2,85.9,Bajo,5.0,3.65,Bajo,0.7049999999999997,0,0,0.02025629238018618
12.9,67.1,Bajo,44.0,1.8,Bajo,14.476000000000004,0,0,0.4159292035398232
19.2,60.1,Medio,4.0,15.28,Bajo,1.5959999999999999,1,0,0.04585679806918745
12.9,60.7,Medio,21.0,15.34,Bajo,8.253,1,0,0.2371279163314562
9.5,73.8,Bajo,44.0,5.94,Bajo,11.528000000000002,0,0,0.33122629582806584
16.9,40.8,Alto,1.0,4.44,Bajo,0.5920000000000001,0,0,0.017009539133432942
13.6,81.8,Medio,29.0,11.02,Bajo,5.2780000000000005,0,0,0.15164923572003222
19.3,100.0,Bajo,16.0,27.33,Bajo,0.0,1,0,0.0
17.8,60.1,Medio,37.0,17.12,Bajo,14.763,1,0,0.42417538213998396
10.5,72.0,Alto,23.0,6.16,Bajo,6.44,0,0,0.18503620273531782
6.9,63.9,Bajo,8.0,8.24,Alto,2.888,0,1,0.08297896793472015
17.1,52.7,Bajo,13.0,4.77,Bajo,6.149,0,0,0.17667509481668775
13.3,69.1,Bajo,45.0,5.35,Bajo,13.905000000000003,0,0,0.3995230433283532
18.2,71.4,Alto,9.0,19.36,Bajo,2.574,1,0,0.07395701643489254
12.3,69.6,Alto,39.0,1.0,Bajo,11.856000000000002,0,0,0.34065049994253543
13.7,92.5,Medio,41.0,6.89,Bajo,3.075,0,0,0.08835191357315253
16.0,41.4,Bajo,19.0,18.85,Bajo,11.134,1,0,0.31990575795885534
14.9,68.7,Alto,39.0,2.53,Bajo,12.206999999999999,0,0,0.3507355476382025
12.1,75.3,Alto,30.0,3.12,Bajo,7.410000000000001,0,0,0.21290656246408465
7.6,85.5,Alto,3.0,2.93,Bajo,0.435,0,0,0.012498563383519137
20.0,50.4,Bajo,22.0,5.1,Bajo,10.912,0,0,0.313527180783818
8.9,70.8,Bajo,5.0,17.55,Bajo,1.46,1,0,0.04194920124123664
19.9,70.6,Medio,10.0,13.15,Bajo,2.9400000000000004,0,0,0.084473049074819
12.6,67.6,Alto,2.0,4.07,Bajo,0.6480000000000001,0,0,0.018618549592000926
7.9,83.7,Medio,29.0,6.45,Bajo,4.726999999999999,0,0,0.13581772210090795
12.4,65.3,Alto,41.0,7.36,Bajo,14.227,0,0,0.408774853465119
9.2,77.3,Bajo,38.0,20.59,Bajo,8.626000000000001,1,0,0.24784507527870367
10.9,100.0,Bajo,45.0,8.79,Bajo,0.0,0,0,0.0
16.1,100.0,Bajo,38.0,1.16,Bajo,0.0,0,0,0.0
7.0,40.3,Alto,9.0,21.51,Alto,5.373000000000001,1,0,0.15437880703367435
8.0,68.3,Medio,6.0,8.2,Alto,1.9020000000000001,0,0,0.05464889093207678
11.2,28.5,Bajo,30.0,3.55,Bajo,21.45,0,1,0.6163084702907712
18.0,78.3,Medio,9.0,5.35,Bajo,1.953,0,0,0.05611423974255834
15.9,77.6,Medio,39.0,1.0,Bajo,8.736000000000002,0,0,0.2510056315366051
15.8,100.0,Medio,33.0,3.2,Bajo,0.0,0,0,0.0
15.3,77.3,Alto,11.0,6.88,Bajo,2.4970000000000003,0,0,0.07174462705436159
15.9,83.4,Alto,42.0,3.28,Bajo,6.971999999999998,0,0,0.20032180209171355
11.7,54.9,Medio,3.0,7.31,Bajo,1.3530000000000002,0,0,0.038874841972187116
15.9,90.6,Medio,29.0,8.85,Bajo,2.7260000000000013,0,0,0.07832433053671996
11.4,67.7,Alto,2.0,22.03,Bajo,0.6459999999999999,1,0,0.01856108493276635
12.0,59.7,Alto,28.0,27.3,Bajo,11.283999999999999,1,0,0.3242156074014481
6.4,89.8,Alto,44.0,7.28,Bajo,4.488000000000001,0,0,0.1289506953223768
13.7,66.7,Medio,38.0,1.74,Bajo,12.653999999999998,0,0,0.3635788989771291
13.2,74.7,Medio,18.0,5.73,Bajo,4.553999999999999,0,0,0.13084702907711757
13.1,57.6,Medio,1.0,11.6,Bajo,0.424,0,0,0.012182507757728998
14.2,72.5,Bajo,7.0,12.21,Bajo,1.925,0,0,0.055309734513274346
13.2,68.2,Medio,15.0,8.22,Bajo,4.77,0,0,0.13705321227445122
7.4,97.1,Bajo,23.0,13.15,Bajo,0.6670000000000013,0,0,0.01916446385472938
8.5,73.4,Medio,21.0,6.9,Bajo,5.585999999999999,0,0,0.16049879324215607
16.1,79.3,Bajo,36.0,11.41,Bajo,7.452000000000001,0,0,0.2141133203080106
17.7,77.3,Bajo,23.0,2.36,Bajo,5.221,0,0,0.15001149293184693
14.2,75.3,Medio,37.0,4.49,Bajo,9.139000000000001,0,0,0.26258476037237105
13.0,84.2,Medio,27.0,3.53,Bajo,4.265999999999999,0,0,0.12257211814733937
19.1,78.1,Bajo,2.0,1.51,Bajo,0.4380000000000001,0,0,0.012584760372370997
11.7,66.9,Bajo,11.0,33.06,Bajo,3.640999999999999,1,0,0.10461441213653602
14.8,91.6,Medio,10.0,8.67,Bajo,0.8400000000000005,0,0,0.024135156878519727
2.2,82.7,Bajo,11.0,45.36,Bajo,1.9029999999999996,1,0,0.05467762326169405
9.1,92.9,Bajo,22.0,15.92,Bajo,1.5619999999999987,1,0,0.044879898862199716
13.0,71.1,Bajo,43.0,9.85,Bajo,12.427000000000003,0,0,0.35705666015400545
11.9,76.7,Bajo,7.0,1.04,Bajo,1.6309999999999996,0,0,0.046862429605792434
14.6,87.0,Medio,46.0,2.79,Bajo,5.98,0,0,0.17181933111136655
15.6,91.3,Alto,27.0,5.37,Bajo,2.349000000000001,0,0,0.06749224227100337
8.7,55.5,Medio,2.0,24.22,Alto,0.89,1,0,0.025571773359383983
13.7,87.7,Bajo,3.0,11.13,Bajo,0.36899999999999994,0,0,0.010602229628778301
15.4,95.2,Bajo,14.0,7.44,Bajo,0.6719999999999996,0,0,0.01930812550281576
16.1,89.7,Medio,12.0,6.0,Bajo,1.2359999999999998,0,0,0.035513159406964714
13.5,91.5,Bajo,11.0,1.0,Bajo,0.935,0,0,0.026864728192161826
9.4,88.7,Medio,42.0,17.28,Bajo,4.745999999999999,1,0,0.13636363636363635
12.3,64.0,Bajo,24.0,50.0,Bajo,8.64,1,0,0.24824732789334564
11.5,63.1,Bajo,29.0,8.19,Bajo,10.700999999999999,0,0,0.3074646592345707
15.6,73.2,Medio,42.0,4.08,Bajo,11.255999999999998,0,0,0.3234111021721641
15.7,76.3,Alto,21.0,1.64,Bajo,4.977,0,0,0.1430008045052293
17.5,75.5,Bajo,23.0,7.44,Bajo,10.78,0,0,0.3097345132743363
8.8,65.0,Bajo,23.0,1.0,Alto,8.05,0,1,0.23129525341914728
6.8,67.6,Bajo,47.0,1.0,Alto,15.228000000000002,0,1,0.4375359154120217
10.1,76.7,Medio,10.0,1.1,Bajo,2.3299999999999996,0,0,0.06694632800827491
14.1,81.5,Bajo,30.0,13.94,Bajo,5.55,0,0,0.1594644293759338
7.1,100.0,Alto,29.0,14.31,Bajo,0.0,0,0,0.0
13.7,78.6,Medio,27.0,2.42,Bajo,5.778000000000002,0,0,0.16601540052867494
12.9,62.2,Alto,4.0,25.57,Bajo,1.5119999999999998,1,0,0.04344328238133548
10.2,84.5,Medio,1.0,16.43,Bajo,0.155,1,0,0.004453511090679233
17.9,70.7,Medio,30.0,1.0,Bajo,8.79,0,0,0.2525571773359384
16.3,80.0,Alto,44.0,7.92,Bajo,8.8,0,0,0.2528445006321113
9.7,50.7,Alto,38.0,10.5,Alto,18.733999999999998,0,1,0.5382714630502241
11.9,66.6,Medio,20.0,1.68,Bajo,6.6800000000000015,0,0,0.19193196184346634
11.3,64.4,Medio,47.0,6.31,Bajo,16.732,0,0,0.4807493391564188
11.6,62.7,Medio,24.0,5.5,Bajo,8.952,0,0,0.25721181473393867
9.5,84.3,Bajo,4.0,2.15,Bajo,0.6280000000000001,0,0,0.018043902999655217
20.0,80.0,Medio,28.0,1.0,Bajo,5.6,0,0,0.16090104585679807
14.4,84.8,Bajo,16.0,6.87,Bajo,2.4320000000000004,0,0,0.06987702562923803
9.8,39.8,Alto,12.0,1.1,Alto,7.224000000000001,0,0,0.20756234915526955
16.9,88.4,Medio,7.0,21.24,Bajo,0.8119999999999996,1,0,0.02333065164923571
14.2,56.6,Bajo,37.0,2.08,Bajo,16.058,0,1,0.4613837489943685
5.7,48.6,Medio,30.0,3.96,Alto,15.42,0,1,0.44305252269854045
18.8,74.6,Medio,43.0,1.0,Bajo,10.922000000000002,0,0,0.3138145040799909
14.2,96.4,Bajo,26.0,8.71,Bajo,0.9359999999999985,0,0,0.026893460521779065
8.8,56.7,Bajo,25.0,3.11,Alto,10.825,0,1,0.3110274681071141
12.5,86.6,Alto,4.0,22.98,Bajo,0.5360000000000003,1,0,0.015400528674864968
14.7,96.6,Alto,15.0,1.36,Bajo,0.5100000000000009,0,0,0.014653488104815565
3.7,65.2,Bajo,12.0,3.28,Alto,4.175999999999999,0,0,0.1199862084817837
8.6,80.2,Medio,41.0,5.9,Bajo,8.117999999999999,0,0,0.2332490518331226
13.5,77.0,Alto,39.0,25.28,Bajo,8.97,1,0,0.2577289966670498
15.1,53.5,Alto,9.0,1.95,Bajo,4.185,0,0,0.12024479944833927
13.7,99.1,Medio,23.0,1.0,Bajo,0.2070000000000013,0,0,0.005947592230778109
14.9,70.2,Medio,46.0,1.0,Bajo,13.708,0,0,0.3938627743937479
15.8,100.0,Medio,41.0,13.0,Bajo,0.0,0,0,0.0
17.3,74.6,Alto,19.0,8.88,Bajo,4.826000000000001,0,0,0.13866222273301926
10.0,78.0,Medio,16.0,11.96,Bajo,3.52,0,0,0.10113780025284451
20.0,73.9,Medio,47.0,4.94,Bajo,12.266999999999998,0,0,0.3524594874152396
10.2,79.4,Medio,24.0,1.62,Bajo,4.943999999999999,0,0,0.14205263762785886
7.4,83.3,Bajo,11.0,2.75,Bajo,1.8370000000000004,0,0,0.052781289506953245
10.3,64.6,Alto,2.0,15.34,Alto,0.7080000000000001,1,0,0.020342489369038045
12.9,82.1,Bajo,27.0,1.0,Bajo,4.833000000000002,0,0,0.13886334904034026
16.1,51.9,Medio,39.0,16.94,Bajo,18.759,1,1,0.5389897712906563
17.4,71.5,Bajo,37.0,18.43,Bajo,10.545,1,0,0.30298241581427426
16.1,55.4,Bajo,46.0,10.33,Bajo,20.516,0,0,0.5894724744282267
12.1,94.9,Medio,0.0,13.22,Bajo,0.0,0,0,0.0
8.5,54.4,Bajo,40.0,25.25,Alto,18.24,1,1,0.5240776922192851
10.2,75.9,Medio,12.0,7.14,Bajo,2.8919999999999995,0,0,0.08309389725318929
11.3,91.7,Medio,38.0,7.53,Bajo,3.1539999999999986,0,0,0.09062176761291803
10.6,84.9,Medio,3.0,19.83,Bajo,0.45299999999999985,1,0,0.01301574531663027
11.7,89.1,Bajo,26.0,13.58,Bajo,2.8340000000000014,0,0,0.08142742213538678
18.5,84.2,Medio,10.0,6.19,Bajo,1.5799999999999996,0,0,0.04539708079531088
11.2,71.5,Bajo,24.0,17.75,Bajo,6.84,1,0,0.19652913458223195
11.7,84.0,Medio,19.0,12.72,Bajo,3.04,0,0,0.08734628203654754
8.9,66.9,Medio,28.0,2.99,Alto,9.267999999999999,0,0,0.26629123089300083
11.5,84.0,Medio,6.0,4.17,Bajo,0.96,0,0,0.027583036432593955
12.3,65.4,Medio,11.0,2.61,Bajo,3.805999999999999,0,0,0.1093552465233881
13.4,86.4,Medio,37.0,18.74,Bajo,5.031999999999998,1,0,0.14458108263417996
15.1,72.5,Medio,32.0,25.58,Bajo,8.8,1,0,0.2528445006321113
8.9,93.7,Alto,25.0,4.83,Bajo,1.5749999999999995,0,0,0.04525341914722445
9.2,74.6,Medio,31.0,11.2,Bajo,7.874000000000002,0,0,0.2262383634065051
14.5,95.3,Medio,30.0,24.21,Bajo,1.4100000000000008,1,0,0.0405125847603724
9.3,66.5,Alto,32.0,4.93,Alto,10.72,0,0,0.3080105734972992
14.6,51.0,Alto,41.0,5.22,Bajo,20.09,0,0,0.5772325020112632
10.4,89.1,Alto,35.0,3.26,Bajo,3.815000000000002,0,0,0.10961383748994376
14.7,68.1,Alto,39.0,3.89,Bajo,12.441,0,0,0.35745891276864733
14.7,75.7,Bajo,24.0,2.51,Bajo,5.831999999999999,0,0,0.16756694632800825
17.7,99.0,Bajo,15.0,23.32,Bajo,0.15,1,0,0.004309849442592805
13.1,66.4,Medio,36.0,5.18,Bajo,12.095999999999998,0,0,0.3475462590506838
13.0,83.7,Bajo,24.0,6.92,Bajo,3.9119999999999995,0,0,0.11240087346282036
10.6,75.3,Bajo,38.0,2.81,Bajo,9.386000000000001,0,0,0.26968164578784054
12.0,79.0,Alto,38.0,13.43,Bajo,7.98,0,0,0.2292839903459373
12.7,71.5,Bajo,43.0,9.36,Bajo,12.255,0,0,0.35211469945983226
5.2,61.7,Alto,47.0,7.47,Alto,18.000999999999998,0,1,0.5172106654407539
10.4,100.0,Bajo,13.0,1.4,Bajo,0.0,0,0,0.0
9.5,85.1,Alto,30.0,2.46,Bajo,4.4700000000000015,0,0,0.12843351338926567
12.3,66.3,Medio,22.0,45.07,Bajo,7.414000000000001,1,0,0.21302149178255378
20.0,59.2,Bajo,11.0,22.8,Bajo,4.4879999999999995,1,0,0.12895069532237674
17.2,91.6,Alto,40.0,5.64,Bajo,3.360000000000002,0,0,0.09654062751407891
11.0,64.1,Alto,27.0,26.8,Bajo,9.693000000000001,1,0,0.27850247098034714
7.0,98.0,Alto,7.0,1.06,Bajo,0.14,0,0,0.004022526146419953
12.8,94.8,Medio,47.0,1.0,Bajo,2.4440000000000013,0,0,0.07022181358464549
11.3,69.8,Alto,15.0,2.53,Bajo,4.53,0,0,0.13015745316630276
14.1,89.4,Bajo,4.0,7.45,Bajo,0.42399999999999977,0,0,0.012182507757728991
7.6,43.1,Bajo,39.0,2.27,Alto,22.191,0,1,0.6375991265371797
12.5,86.8,Bajo,33.0,5.19,Bajo,4.356000000000001,0,0,0.12515802781289512
8.4,77.5,Alto,17.0,3.4,Bajo,3.825,0,0,0.10990116078611656
15.9,95.0,Bajo,30.0,2.21,Bajo,1.5,0,0,0.04309849442592806
17.7,90.8,Bajo,14.0,7.84,Bajo,1.2880000000000005,0,0,0.03700724054706357
13.9,67.8,Alto,2.0,2.48,Bajo,0.644,0,0,0.018503620273531782
8.5,89.6,Bajo,35.0,1.0,Bajo,3.6400000000000023,0,0,0.10458567980691882
12.2,92.5,Bajo,25.0,2.47,Bajo,1.875,0,0,0.05387311803241007
11.0,88.0,Medio,27.0,21.28,Bajo,3.24,1,0,0.09309274796000462
16.3,88.3,Bajo,43.0,3.65,Bajo,5.0310000000000015,0,0,0.14455235030456276
10.7,88.6,Bajo,30.0,11.69,Bajo,3.4200000000000017,0,0,0.09826456729111603
19.0,77.4,Alto,25.0,8.3,Bajo,5.649999999999999,0,0,0.1623376623376623
13.5,59.9,Bajo,47.0,20.7,Bajo,18.847,1,1,0.5415182162969775
8.6,74.7,Medio,32.0,4.13,Bajo,8.095999999999998,0,0,0.23261694058154234
6.9,50.2,Bajo,8.0,9.94,Alto,3.984,0,0,0.11446960119526492
12.6,83.5,Bajo,40.0,3.05,Bajo,6.6,0,0,0.18963337547408346
10.0,100.0,Bajo,18.0,17.56,Bajo,0.0,1,1,0.0
13.6,94.6,Bajo,18.0,4.88,Bajo,0.972000000000001,0,0,0.02792782438800141
15.0,69.9,Medio,26.0,44.47,Bajo,7.825999999999999,1,0,0.2248592115848753
15.6,100.0,Bajo,47.0,2.85,Bajo,0.0,0,0,0.0
11.0,65.4,Medio,1.0,1.45,Bajo,0.3459999999999999,0,0,0.009941386047580736
12.2,89.4,Bajo,23.0,1.0,Bajo,2.437999999999999,0,0,0.0700494196069417
10.0,72.5,Medio,3.0,2.2,Bajo,0.825,0,0,0.023704171934260432
8.9,70.6,Medio,43.0,4.9,Bajo,12.642000000000003,0,0,0.36323411102172176
11.4,52.2,Bajo,8.0,15.75,Bajo,3.824,1,1,0.10987242845649926
11.4,86.0,Medio,25.0,1.63,Bajo,3.5,0,0,0.10056315366049881
7.8,67.4,Medio,18.0,1.0,Alto,5.867999999999999,0,0,0.16860131019423055
11.0,52.8,Medio,30.0,13.83,Bajo,14.16,0,0,0.4068497873807609
14.2,93.3,Medio,38.0,6.99,Bajo,2.546000000000001,0,0,0.07315251120560859
13.5,67.1,Bajo,40.0,6.97,Bajo,13.160000000000002,0,0,0.37811745776347555
12.0,61.3,Alto,18.0,1.0,Bajo,6.966,0,0,0.2001494081140099
10.4,61.3,Medio,30.0,2.88,Alto,11.61,0,0,0.33358234685668314
17.6,44.1,Alto,35.0,30.12,Bajo,19.565,1,0,0.5621480289621884
8.4,100.0,Medio,43.0,34.77,Bajo,0.0,1,0,0.0
12.4,67.5,Bajo,26.0,14.6,Bajo,8.45,0,0,0.24278818526606138
14.0,89.8,Medio,39.0,6.05,Bajo,3.978000000000001,0,0,0.11429720721756124
16.0,60.7,Medio,1.0,36.09,Bajo,0.39299999999999996,1,0,0.01129180553959315
12.0,45.5,Medio,39.0,3.95,Bajo,21.255,0,0,0.6107056660154006
6.8,74.4,Medio,1.0,6.97,Bajo,0.25599999999999995,0,0,0.007355476382025054
11.2,83.0,Medio,34.0,3.53,Bajo,5.78,0,0,0.16607286518790945
17.4,100.0,Bajo,9.0,12.73,Bajo,0.0,0,0,0.0
14.9,72.1,Bajo,1.0,8.37,Bajo,0.2790000000000001,0,0,0.00801631996322262
7.7,87.7,Alto,30.0,6.38,Bajo,3.689999999999999,0,0,0.106022296287783
11.4,75.7,Bajo,27.0,10.38,Bajo,6.560999999999999,0,0,0.18851281461900932
8.5,82.0,Bajo,19.0,22.57,Bajo,3.42,1,0,0.09826456729111598
16.1,79.1,Bajo,2.0,1.78,Bajo,0.4180000000000001,0,0,0.012010113780025288
9.8,74.0,Bajo,22.0,6.78,Bajo,5.72,0,0,0.16434892541087232
9.7,76.5,Bajo,44.0,1.56,Bajo,10.34,0,0,0.29709228824273076
13.4,83.3,Bajo,11.0,3.72,Bajo,1.8370000000000004,0,0,0.052781289506953245
11.0,80.5,Medio,39.0,12.51,Bajo,7.605,0,0,0.21850936673945529
8.5,85.7,Alto,28.0,1.09,Bajo,4.004,0,0,0.11504424778761062
7.8,95.0,Medio,7.0,15.91,Bajo,0.35,1,0,0.01005631536604988
15.6,83.2,Alto,13.0,17.34,Bajo,2.1839999999999997,1,0,0.06275140788415125
11.2,62.1,Bajo,20.0,2.13,Bajo,7.58,0,0,0.21779105849902314
10.4,38.6,Bajo,8.0,26.41,Alto,4.912,1,1,0.14113320308010574
13.2,47.6,Bajo,12.0,2.52,Bajo,6.287999999999999,0,0,0.1806688886334904
19.5,98.0,Bajo,9.0,25.91,Bajo,0.18,1,0,0.005171819331111367
12.0,78.0,Medio,36.0,23.06,Bajo,7.92,1,0,0.22756005056890016
10.6,92.9,Medio,6.0,1.38,Bajo,0.42599999999999966,0,0,0.01223997241696356
12.9,43.1,Bajo,14.0,5.75,Bajo,7.966,0,0,0.22888173773129528
12.4,67.7,Alto,20.0,4.19,Bajo,6.46,0,0,0.1856108493276635
11.8,68.0,Medio,22.0,18.76,Bajo,7.04,1,0,0.20227560050568902
15.9,100.0,Bajo,15.0,2.7,Bajo,0.0,0,0,0.0
13.1,63.3,Medio,21.0,2.12,Bajo,7.707000000000001,0,0,0.22144006436041838
7.9,94.3,Bajo,45.0,7.45,Bajo,2.5650000000000013,0,0,0.07369842546833702
11.7,56.4,Bajo,4.0,6.06,Bajo,1.744,0,0,0.05010918285254569
13.6,93.4,Medio,45.0,6.05,Bajo,2.9699999999999975,0,0,0.08533501896333749
11.4,80.9,Alto,25.0,4.6,Bajo,4.774999999999999,0,0,0.13719687392253763
6.0,59.2,Medio,10.0,1.0,Alto,4.08,0,0,0.11722790483852433
8.4,42.0,Medio,22.0,12.21,Alto,12.76,0,0,0.36662452591656136
14.9,65.0,Medio,45.0,21.35,Bajo,15.75,1,0,0.4525341914722446
13.0,59.6,Bajo,28.0,21.16,Bajo,11.312000000000001,1,0,0.32502011263073216
10.1,82.3,Medio,33.0,14.58,Bajo,5.841000000000001,0,0,0.1678255372945639
5.9,62.6,Medio,15.0,3.29,Alto,5.61,0,0,0.16118836915297094
12.0,70.4,Bajo,46.0,13.38,Bajo,13.615999999999996,0,0,0.3912194000689575
8.4,50.3,Medio,5.0,6.39,Alto,2.485,0,0,0.07139983909895414
11.0,88.7,Bajo,42.0,43.13,Bajo,4.745999999999999,1,0,0.13636363636363635
9.5,43.0,Alto,14.0,9.83,Alto,7.98,0,0,0.2292839903459373
15.3,91.2,Bajo,10.0,25.78,Bajo,0.8799999999999997,1,0,0.02528445006321112
2.9,78.4,Alto,21.0,9.04,Bajo,4.535999999999999,0,0,0.13032984714400642
12.6,90.2,Bajo,17.0,7.13,Bajo,1.6659999999999997,0,0,0.047868061142397424
12.0,76.6,Medio,27.0,1.0,Bajo,6.318000000000001,0,0,0.18153085852200904
10.9,91.8,Alto,20.0,3.46,Bajo,1.6400000000000006,0,0,0.04712102057234803
11.4,74.2,Medio,37.0,1.0,Bajo,9.546,0,0,0.2742788185266061
6.1,64.1,Medio,34.0,3.42,Alto,12.206000000000001,0,0,0.3507068153085853
4.2,64.5,Bajo,20.0,3.3,Alto,7.1,0,1,0.20399954028272613
14.3,64.7,Medio,20.0,18.53,Bajo,7.06,1,0,0.20285024709803473
12.5,72.1,Medio,23.0,1.28,Bajo,6.417000000000002,0,0,0.1843753591541203
15.6,69.7,Bajo,12.0,8.33,Bajo,3.6359999999999997,0,0,0.1044707504884496
16.4,77.0,Bajo,27.0,1.2,Bajo,6.21,0,0,0.17842776692334217
17.5,85.2,Alto,23.0,6.38,Bajo,3.403999999999999,0,0,0.09780485001723938
6.4,72.8,Bajo,35.0,1.99,Bajo,9.520000000000001,0,0,0.2735317779565568
11.7,81.7,Bajo,42.0,5.57,Bajo,7.685999999999999,0,0,0.22083668543845536
11.8,69.0,Bajo,38.0,6.66,Bajo,11.78,0,0,0.33846684289162166
12.3,63.4,Bajo,41.0,6.21,Bajo,15.006000000000002,0,0,0.4311573382369844
17.6,56.6,Bajo,42.0,2.52,Bajo,18.227999999999998,0,1,0.5237329042638778
6.2,84.0,Alto,3.0,12.1,Bajo,0.48,0,0,0.013791518216296978
13.0,55.9,Medio,35.0,5.84,Bajo,15.435,0,0,0.44348350764279976
16.0,70.5,Bajo,19.0,50.0,Bajo,5.605,1,0,0.16104470750488453
8.2,81.2,Bajo,36.0,13.41,Bajo,6.768,0,0,0.1944604068497874
12.9,95.5,Alto,15.0,11.27,Bajo,0.675,0,0,0.01939432249166763
8.7,76.9,Bajo,12.0,7.95,Bajo,2.7719999999999994,0,0,0.07964601769911503
6.6,49.8,Alto,23.0,7.43,Alto,20.582000000000004,0,0,0.5913688081829677
9.5,64.1,Bajo,35.0,7.21,Alto,12.565000000000003,0,0,0.3610217216411908
16.6,84.2,Medio,17.0,5.04,Bajo,2.6859999999999995,0,0,0.07717503735202849
17.1,55.1,Alto,4.0,9.28,Bajo,1.796,0,0,0.05160326399264453
17.0,63.6,Alto,37.0,1.08,Bajo,13.468,0,0,0.3869670152855994
17.3,82.0,Medio,39.0,1.56,Bajo,7.02,0,0,0.2017009539133433
15.8,76.0,Alto,11.0,1.0,Bajo,2.64,0,0,0.07585335018963339
11.3,68.9,Alto,46.0,5.29,Bajo,14.305999999999997,0,0,0.4110447075048845
5.2,57.8,Bajo,4.0,7.68,Alto,1.6880000000000002,0,1,0.04850017239397771
7.2,87.9,Medio,39.0,19.07,Bajo,4.718999999999998,1,0,0.13558786346396962
7.3,89.6,Medio,27.0,1.0,Bajo,2.8080000000000016,0,0,0.08068038156533737
15.5,60.7,Bajo,21.0,9.86,Bajo,8.253,0,0,0.2371279163314562
8.2,90.7,Alto,12.0,1.0,Bajo,1.1159999999999997,0,0,0.03206527985289047
14.0,78.8,Bajo,3.0,17.28,Bajo,0.6360000000000001,1,1,0.0182737616365935
15.8,47.3,Bajo,41.0,2.44,Bajo,21.607000000000003,0,1,0.6208194460406852
11.0,73.0,Alto,30.0,31.46,Bajo,8.1,1,0,0.23273186990001152
15.0,94.2,Alto,2.0,38.35,Bajo,0.11599999999999994,1,0,0.0033329502356051013
17.0,58.9,Alto,39.0,1.75,Bajo,16.029,0,0,0.46055051143546727
16.2,79.7,Medio,44.0,1.0,Bajo,8.931999999999999,0,0,0.25663716814159293
15.7,89.3,Medio,44.0,12.18,Bajo,4.708000000000001,0,0,0.13527180783817958
18.7,75.8,Medio,18.0,16.07,Bajo,4.356,1,0,0.1251580278128951
11.1,67.2,Bajo,41.0,22.87,Bajo,13.448,1,0,0.3863923686932537
